City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
187,maryport,54.7143,-3.4951,15.62,86,99,0.45,GB,1693168499
188,longjiang,47.3303,123.1836,12.45,83,5,2.42,CN,1693168500
189,mount gambier,-37.8333,140.7667,6.94,96,88,0.72,AU,1693168500
190,perry,37.2506,-83.1999,25.1,66,97,2.37,US,1693168500
191,tazovsky,67.4667,78.7,9.56,92,100,2.69,RU,1693168500
192,kohima,25.6667,94.1167,18.37,99,100,0.36,IN,1693168500
193,kuta,-8.7233,115.1723,25.0,88,40,3.6,ID,1693168501
194,ozu,33.5,132.55,25.46,92,1,1.71,JP,1693168501
195,vila velha,-20.3297,-40.2925,18.97,98,100,4.63,BR,1693168263
196,kodiak,57.79,-152.4072,13.73,88,75,2.06,US,1693168457
197,tutoia,-2.7619,-42.2744,26.58,79,8,4.05,BR,1693168501
198,bodaybo,57.8506,114.1933,13.4,90,19,0.27,RU,1693168501
199,constantia,44.1833,28.65,20.39,69,0,0.37,RO,1693168502
200,javanrud,34.7961,46.5172,24.11,20,0,2.26,IR,1693168502
201,port moresby,-9.4431,147.1797,23.68,78,100,5.14,PG,1693168502
202,boa vista,2.8197,-60.6733,34.99,43,40,3.6,BR,1693168290
203,pleasanton,37.6624,-121.8747,33.13,37,0,3.09,US,1693168333
204,cotonou,6.3654,2.4183,25.99,89,20,4.63,BJ,1693168503
205,wabag,-5.4781,143.7021,13.41,97,99,1.0,PG,1693168503
206,shimoda,34.6667,138.95,24.5,86,100,3.51,JP,1693168503
207,dhuusamarreeb,5.535,46.3861,26.02,64,3,9.25,SO,1693168503
208,namdrik,5.5994,168.1028,28.31,74,67,3.65,MH,1693168504
209,sarandi del yi,-33.35,-55.6333,8.37,59,5,2.73,UY,1693168504
210,boyolangu,-8.1181,111.8935,20.44,96,32,0.62,ID,1693168504
211,teguise,29.0605,-13.564,22.12,73,20,12.35,ES,1693168505
212,port lincoln,-34.7333,135.8667,11.83,81,85,4.68,AU,1693168505
213,puerto baquerizo moreno,-0.9,-89.6,28.55,61,40,6.17,EC,1693168212
214,novyy urgal,51.0736,132.5642,11.89,97,64,0.4,RU,1693168321
215,tshabong,-26.05,22.45,13.43,11,100,5.64,BW,1693168505
216,woodward,36.4337,-99.3904,31.65,44,40,1.54,US,1693168505
217,papao,-17.75,-149.55,27.82,68,37,8.96,PF,1693168506
218,kupang,-10.1667,123.5833,21.79,78,25,3.46,ID,1693168506
219,mingguang,32.7802,117.9638,18.51,97,100,7.01,CN,1693168506
220,enshi,30.3,109.4833,20.26,97,98,0.9,CN,1693168506
221,flying fish cove,-10.4217,105.6791,22.82,83,40,4.12,CX,1693168507
222,northport,33.229,-87.5772,34.9,43,0,4.63,US,1693168434
223,molepolole,-24.4066,25.4951,17.08,45,53,3.71,BW,1693168507
224,guiglo,6.5456,-7.4966,22.5,99,100,1.38,CI,1693168507
225,al mughraqah,31.4659,34.4121,26.54,72,0,1.32,PS,1693168507
226,nadi,-17.8,177.4167,23.0,68,75,4.63,FJ,1693168508
227,jutai,-5.1833,-68.9,32.92,46,79,1.54,BR,1693168508
228,carutapera,-1.195,-46.02,26.7,77,57,3.81,BR,1693168508
229,aydarken,39.9443,71.3429,10.03,86,100,1.14,KG,1693168508
230,petaluma,38.2324,-122.6367,32.25,42,0,3.6,US,1693168260
231,st. paul,44.9444,-93.0933,26.54,52,20,3.6,US,1693168216
232,saryozek,44.3583,77.9753,14.65,85,100,6.22,KZ,1693168509
233,touros,-5.1989,-35.4608,25.23,86,0,4.43,BR,1693168509
234,wellington,-41.2866,174.7756,7.81,83,100,11.83,NZ,1693168509
235,melfi,40.9965,15.6514,23.31,29,30,2.96,IT,1693168509
236,hobyo,5.3505,48.5268,25.29,87,30,9.9,SO,1693168510
237,santa ana,33.7456,-117.8678,41.34,42,20,4.12,US,1693168225
238,tahoua,14.8888,5.2692,31.68,48,87,6.03,NE,1693168510
239,tieli,46.95,128.05,12.63,95,27,1.33,CN,1693168510
240,mareeba,-17.0,145.4333,17.49,88,23,1.74,AU,1693168510
241,mahanoro,-19.9,48.8,19.61,93,18,1.62,MG,1693168511
242,kapuskasing,49.4169,-82.4331,21.05,40,20,3.6,CA,1693168511
243,kebili,33.7044,8.969,33.79,13,1,2.25,TN,1693168511
244,yanchep,-31.55,115.6833,15.72,88,51,2.21,AU,1693168511
245,kingston,17.997,-76.7936,31.53,77,40,3.09,JM,1693168305
246,jayapura,-2.5333,140.7,24.66,92,82,2.31,ID,1693168511
247,brumado,-14.2036,-41.6653,30.07,41,91,1.26,BR,1693168512
248,kiunga,-6.1219,141.2906,22.13,95,100,1.65,PG,1693168512
249,beni khalled,36.6504,10.59,29.69,74,19,11.09,TN,1693168512
250,bagli,22.65,76.35,20.81,82,12,3.21,IN,1693168512
251,kirakira,-10.4544,161.9205,26.16,83,100,4.59,SB,1693168512
252,roma,43.2128,-75.4557,23.54,61,0,2.57,US,1693168513
253,northam,51.0333,-4.2167,17.03,96,74,4.75,GB,1693168513
254,napier,-39.4833,176.9167,8.49,73,93,2.24,NZ,1693168513
255,klyuchi,52.2667,79.1667,16.98,83,92,1.3,RU,1693168513
256,lorengau,-2.0226,147.2712,27.1,84,74,5.04,PG,1693168513
257,bahia honda,22.9036,-83.1592,28.46,80,68,4.93,CU,1693168513
258,waddan,29.1614,16.139,32.38,18,1,3.68,LY,1693168514
259,golfito,8.639,-83.166,27.28,88,100,1.33,CR,1693168514
260,chengyang,27.0892,119.6453,24.03,98,100,0.31,CN,1693168514
261,zhangye,38.9342,100.4517,18.02,39,0,2.69,CN,1693168514
262,geraldton,-28.7667,114.6,9.23,100,40,4.12,AU,1693168508
263,ixtapa,20.7,-105.2,32.35,74,40,5.66,MX,1693168515
264,ballina,-28.8667,153.5667,12.1,88,100,3.49,AU,1693168247
265,ar rutbah,33.0381,40.2848,30.16,24,0,2.77,IQ,1693168515
266,susuman,62.7833,148.1667,11.16,65,81,0.96,RU,1693168515
267,undurkhaan,47.3194,110.6556,11.8,89,72,3.28,MN,1693168515
268,ghanzi,-21.5667,21.7833,19.79,41,100,7.62,BW,1693168515
269,keflavik,64.0049,-22.5624,12.24,87,100,7.2,IS,1693168516
270,opuwo,-18.0607,13.84,23.11,14,0,4.5,NA,1693168516
271,karakocan,38.9558,40.0386,24.56,22,0,1.73,TR,1693168516
272,chulakkurgan,43.765,69.1814,18.86,42,67,4.95,KZ,1693168516
273,aasiaat,68.7098,-52.8699,4.4,88,100,7.82,GL,1693168516
274,nishinoomote,30.7333,131.0,27.42,81,2,5.46,JP,1693168516
275,shahrak,34.1074,64.3052,10.23,89,0,1.97,AF,1693168517
276,ola,59.5833,151.2833,12.16,82,88,0.77,RU,1693168517
277,el tambo,1.4181,-77.3968,23.77,28,40,5.14,CO,1693168517
278,kapa'a,22.0752,-159.319,29.18,74,20,5.14,US,1693168518
279,guarapari,-20.6667,-40.4975,18.27,93,100,3.75,BR,1693168398
280,casablanca,33.5928,-7.6192,22.12,64,2,4.02,MA,1693168518
281,faya-largeau,17.9257,19.1043,38.09,17,4,2.95,TD,1693168518
282,westport,41.1415,-73.3579,28.94,67,75,2.57,US,1693168518
283,oistins,13.0667,-59.5333,30.05,84,75,5.66,BB,1693168519
284,khandyga,62.6667,135.6,11.15,86,19,1.25,RU,1693168519
285,gudari,19.35,83.7833,24.84,90,84,0.77,IN,1693168519
286,oodweyne,9.4092,45.064,26.39,34,24,8.57,SO,1693168519
287,port isabel,26.0734,-97.2086,37.05,62,0,5.66,US,1693168519
288,popondetta,-8.7537,148.2534,23.1,92,100,0.72,PG,1693168519
289,sayat,38.7839,63.8803,19.93,28,3,3.6,TM,1693168520
290,hithadhoo,-0.6,73.0833,27.46,76,97,2.61,MV,1693168520
291,sosnovo-ozerskoye,52.5249,111.5418,10.22,79,92,0.39,RU,1693168520
292,beli,7.8587,10.9719,21.96,97,96,1.31,NG,1693168520
293,butte,39.6499,-121.5677,34.44,33,0,3.6,US,1693168464
294,piacabucu,-10.4056,-36.4344,25.42,90,2,5.21,BR,1693168521
295,necochea,-38.5473,-58.7368,10.13,60,4,3.76,AR,1693168338
296,amos,48.5669,-78.1162,20.25,39,0,0.43,CA,1693168508
297,bonthe,7.5264,-12.505,25.63,88,100,3.23,SL,1693168521
298,gaiman,-43.2897,-65.4929,16.59,20,100,8.33,AR,1693168521
299,xilin hot,43.9667,116.0333,11.23,70,39,2.54,CN,1693168521
300,vorgashor,67.5833,63.95,4.7,93,94,3.37,RU,1693168522
301,ocampo,21.65,-101.5,23.07,44,99,5.36,MX,1693168523
302,praia da vitoria,38.7333,-27.0667,24.31,88,40,6.36,PT,1693168523
303,port said,31.2565,32.2841,26.99,89,0,3.09,EG,1693168523
304,ouadda,8.0777,22.4007,20.93,95,52,0.93,CF,1693168524
305,poronaysk,49.2167,143.1167,13.95,93,96,0.79,RU,1693168524
306,fort saskatchewan,53.7168,-113.2187,28.36,51,10,2.2,CA,1693168267
307,flin flon,54.7682,-101.865,17.91,77,100,3.09,CA,1693168524
308,lubartow,51.4603,22.6095,24.58,70,86,1.48,PL,1693168524
309,zaraza,9.3503,-65.3245,31.43,59,72,1.57,VE,1693168525
310,yima,34.7381,111.8839,16.55,93,4,2.17,CN,1693168525
311,sitka,57.0531,-135.33,18.94,72,0,2.57,US,1693168525
312,senador jose porfirio,-2.5908,-51.9542,30.78,52,85,1.83,BR,1693168525
313,saint-philippe,-21.3585,55.7679,20.77,79,11,4.22,RE,1693168526
314,sao joao da barra,-21.6403,-41.0511,19.05,92,100,3.07,BR,1693168526
315,lahij,13.1667,44.5833,34.27,41,88,2.69,YE,1693168526
316,vilyuchinsk,52.9306,158.4028,10.15,71,84,2.71,RU,1693168526
317,alofi,-19.0595,-169.9187,22.94,60,100,5.66,NU,1693168526
318,merizo village,13.2658,144.6691,27.21,95,100,8.73,GU,1693168527
319,sakiai,54.9547,23.0358,20.84,62,100,3.47,LT,1693168527
320,koulikoro,14.0,-7.75,22.01,93,100,2.59,ML,1693168527
321,yanbu,24.0891,38.0637,33.02,70,0,0.0,SA,1693168527
322,phan rang-thap cham,11.5667,108.9833,27.22,73,91,1.85,VN,1693168527
323,at taj,24.2049,23.2857,33.0,22,1,7.52,LY,1693168528
324,rikaze,29.25,88.8833,12.73,62,10,1.46,CN,1693168528
325,arkhangel'sk,64.5401,40.5433,6.52,80,96,1.05,RU,1693168506
326,as sulayyil,20.4607,45.5779,34.14,12,90,3.06,SA,1693168528
327,linxia chengguanzhen,35.6003,103.2064,12.45,63,0,1.26,CN,1693168528
328,lebedyan',53.0194,39.1664,17.0,83,58,2.36,RU,1693168528
329,sao joao dos inhamuns,-6.0,-40.2833,32.49,25,18,4.82,BR,1693168529
330,castelfranco emilia,44.5958,11.052,25.98,68,0,1.03,IT,1693168529
331,howrah,22.5892,88.3103,30.0,84,40,2.57,IN,1693168529
332,la cabecera,18.8442,-99.5872,25.89,67,60,1.5,MX,1693168529
333,dwarka,22.2394,68.9678,26.92,78,17,7.55,IN,1693168529
334,alaghsas,17.0187,8.0168,27.54,64,68,8.86,NE,1693168530
335,oarai,36.3167,140.6,26.31,79,99,3.31,JP,1693168530
336,aswan,24.0934,32.907,37.61,14,0,3.6,EG,1693168530
337,marquette,46.5333,-87.6335,19.69,77,10,0.89,US,1693168530
338,yung shue wan,22.2333,114.1167,29.82,89,100,2.58,HK,1693168530
339,mwene-ditu,-7.0,23.45,26.83,35,12,0.3,CD,1693168530
340,anapa,44.8908,37.3239,21.19,73,0,4.0,RU,1693168433
341,korla,41.7597,86.1469,27.64,17,40,5.8,CN,1693168531
342,watford city,47.8022,-103.2832,30.92,27,0,9.26,US,1693168531
343,kaa-khem,51.6833,94.7333,18.61,54,39,2.42,RU,1693168531
344,porbandar,21.6422,69.6093,27.21,73,59,6.14,IN,1693168531
345,qarqaraly,49.4058,75.4742,14.51,71,99,3.05,KZ,1693168532
346,muscat,23.6139,58.5922,30.01,82,14,1.85,OM,1693168532
347,arteche,12.2645,125.4048,26.75,78,100,4.71,PH,1693168532
348,port sudan,19.6175,37.2164,32.02,61,88,3.17,SD,1693168532
349,tumayr,25.7039,45.868,32.82,14,5,3.95,SA,1693168532
350,lautoka,-17.6167,177.4667,22.92,68,75,4.63,FJ,1693168532
351,luanda,-8.8368,13.2343,23.0,78,75,5.14,AO,1693168401
352,cocoa west,28.3594,-80.7711,32.88,80,56,5.81,US,1693168533
353,pavlovskaya,46.1328,39.7856,22.61,30,0,2.7,RU,1693168533
354,severo-yeniseyskiy,60.3725,93.0408,7.6,81,99,1.16,RU,1693168533
355,khorol,49.7837,33.2783,23.22,53,30,3.29,UA,1693168533
356,mersing,2.4312,103.8405,23.95,94,20,3.09,MY,1693168534
357,kone,-21.0595,164.8658,19.77,65,99,1.67,NC,1693168534
358,santa marta,11.2408,-74.199,32.03,73,40,2.57,CO,1693168534
359,prince rupert,54.3161,-130.3201,19.05,85,0,3.09,CA,1693168394
360,waingapu,-9.6567,120.2641,22.47,85,14,3.68,ID,1693168534
361,faxinal,-24.0003,-51.3194,16.11,60,80,1.13,BR,1693168534
362,north branch,45.5113,-92.9802,25.6,72,8,2.44,US,1693168535
363,coahuayana de hidalgo,18.7,-103.6583,31.28,64,50,2.51,MX,1693168535
364,port blair,11.6667,92.75,26.02,89,75,1.54,IN,1693168535
365,brigantine,39.4101,-74.3646,27.89,69,0,5.66,US,1693168535
366,hotan,37.0997,79.9269,21.64,42,61,2.47,CN,1693168535
367,yarmouth,41.7057,-70.2286,23.03,86,100,5.66,US,1693168535
368,yorosso,12.3536,-4.7761,24.8,73,99,1.2,ML,1693168536
369,elk city,35.412,-99.4043,31.12,42,0,4.12,US,1693168371
370,serdar,38.9764,56.2757,22.17,24,0,3.39,TM,1693168536
371,oamaru,-45.0784,170.9801,4.55,64,6,3.57,NZ,1693168536
372,rampura,30.25,75.2333,26.86,71,0,2.95,IN,1693168536
373,road town,18.4167,-64.6167,31.05,74,20,5.14,VG,1693168453
374,mirny,62.5353,113.9611,10.69,71,5,1.24,RU,1693168537
375,howard springs,-12.497,131.047,21.95,71,82,2.97,AU,1693168537
376,brookings,44.3114,-96.7984,26.19,50,0,4.63,US,1693168537
377,bangarapet,12.9667,78.2,22.74,80,100,4.18,IN,1693168537
378,balabac,7.9868,117.0645,28.26,78,100,8.13,PH,1693168537
379,north bath,43.9348,-69.8159,25.12,79,75,4.63,US,1693168537
380,troitskiy,57.0603,63.7481,10.68,70,100,1.96,RU,1693168538
